"ID","REF","Subject","Illustrator","Copyright","FileName","Note"
"lb00249","MAT 4.5-6, LUK 4.9","Corner of Herod's temple, pinnacle ","Louise Bass","The British & Foreign Bible Society 1994","lb00249.png",
"lb00250","LUK 19.45-47, LUK 21.5-6, MAT 21.12-17, MAT 24.1-2, MAT 26.55, MAT 26.61, MRK 11.15-17, MRK 13.1-2, LUK 2.22-52","Herod's temple at time of Christ","Louise Bass","The British & Foreign Bible Society 1994","lb00250.png",
"lb00253","DEU 27.5, JOS 8.30-31, EZR 3.2-6","Man leading sacrifice sheep, horned altar","Louise Bass","The British & Foreign Bible Society 1994","lb00253.png",
"lb00254","DEU 27.5, JOS 8.30-31, JOS 22.10-14, JDG 6.24-26, 1SA 7.17, 1SA 14.35, EZR 3.2-6","Man killing sheep by stone horned altar","Louise Bass","The British & Foreign Bible Society 1994","lb00254.png",
"lb00255","GEN 8.20, GEN 12.7-8, GEN 13.4, GEN 13.18, GEN 26.25, GEN 33.20, GEN 35.1-7, EXO 17.15","Dead sheep as burnt offering on altar without horns","Louise Bass","The British & Foreign Bible Society 1994","lb00255.png",
"lb00259","EXO 26, EXO 40, LEV 1, LEV 16, NUM 3, HEB 8-9","Tabernacle or tent of meeting ","Louise Bass","The British & Foreign Bible Society 1994","lb00259.png",
"lb00263","EXO 30.1-10, EXO 35.15, EXO 37.25-29, EXO 40.10, LUK 1.11","Priest with blood offering in bowl ","Louise Bass","The British & Foreign Bible Society 1994","lb00263.png","Alternate: Priest at alter of incense "
"lb00265","MAT 27.51, MRK 15.38","Levite watching curtain in temple tear","Louise Bass","The British & Foreign Bible Society 1994","lb00265.png",
"lb00266","EXO, LEV, NUM , DEU, MAT 8.4, LUK 1.9, LUK 10.31, HEB 9.6-7, HEB 10.11, NT in General ","High priest in full regalia","Louise Bass","The British & Foreign Bible Society 1994","lb00266.png",
"lb00269","MAT 5.44, MAT 6.9, MAT 21.22, MAT 26.41, MRK 11.24, MRK 14.38, LUK 6.28, LUK 11.2","Man kneeling on one knee in prayer ","Louise Bass","The British & Foreign Bible Society 1994","lb00269.png",
"lb00270","MAT 5.44, MAT 6.9, MAT 21.22, MAT 26.41, MRK 11.24, MRK 14.38, LUK 6.28, LUK 11.2","Man standing in prayer in a room ","Louise Bass","The British & Foreign Bible Society 1994","lb00270.png",
"lb00271","MAT 1.18, MAT 2.23, MAT 13.55, MAT 28.15, MRK 14.38, LUK 6.28, LUK 11.2","Man kneeling on both knees in prayer","Louise Bass","The British & Foreign Bible Society 1994","lb00271.png",
"lb00276","DEU 6.8, MAT 23.5","Pharisee with phylactery and prayer shawl ","Louise Bass","The British & Foreign Bible Society 1994","lb00276.png",
"lb00277","EXO 25.31-40, EXO 37.17-24, NUM 1.49-53, NUM 3.5-51, NUM 8, DEU 18, 1CH 6.48, LUK 10.32","Levite lighting seven-branched lampstand  ","Louise Bass","The British & Foreign Bible Society 1994","lb00277.png",
"lb00279","2KI 22.8, MAT 8.19, MAT 9.3, MAT 13.52, MAT 15.1, MAT 22.35, MRK 2.6, MRK 7.1, MRK 7.5, MRK 12.28, LUK 5.17, LUK 10.25, 1CO 1.20","Man reading scroll in library ","Louise Bass","The British & Foreign Bible Society 1994","lb00279.png",
"lb00280","MAT 15.1-2, MRK 7.1-4","Pharisee ceremonial washing","Louise Bass","The British & Foreign Bible Society 1994","lb00280.png",
"lb00283","NUM 10.33-36, JOS 3, JOS 6, JOS 8.33, 1KI 8.6, 2CH 5.5-6","Ark of the covenant in procession ","Louise Bass","The British & Foreign Bible Society 1994","lb00283.png",
"lb00284","JHN 11.47, MAT 26.57-59, MRK 14.53-55, ACT 22.30","Part of the Sanhedrin council in session","Louise Bass","The British & Foreign Bible Society 1994","lb00284.png",
"lb00291","GEN 22, HEB 11.17, JAS 2.21","Abraham about to sacrifice Issac","Louise Bass","The British & Foreign Bible Society 1994","lb00291.png",
"lb00293","MAT 2.18","Woman (Rachel) mourning by rock ","Louise Bass","The British & Foreign Bible Society 1994","lb00293.png",
"lb00294","JHN 12.16, MAT 10.24-25, MAT 20.27-28, MRK 1.7, MRK 10.43-45, LUK 3.16","Slave undoing master's sandle","Louise Bass","The British & Foreign Bible Society 1994","lb00294.png",
"lb00295","MAT 2.9-11","Three wise men offering gifts to Jesus","Louise Bass","The British & Foreign Bible Society 1994","lb00295.png",
"lb00296","MAT 3.1-12, MAT 11.2-19, MAT 14.1-12, MRK 1.1-8, MRK 6.14-29, LUK 3.1-18, LUK 7.18-28","John the Baptist in the desert ","Louise Bass","The British & Foreign Bible Society 1994","lb00296.png",
"lb00299","MAT 13.2, MRK 3.9, MRK 4.1","Jesus teaching crowed from boat","Louise Bass","The British & Foreign Bible Society 1994","lb00299.png",
"lb00300","MAT 4.23-25, MAT 8.16-17, MAT 9.35, MAT 15.29-31, MRK 1.32-34, LUK 6.17-19","Sick people are healed ","Louise Bass","The British & Foreign Bible Society 1994","lb00300.png",
"lb00301","MAT 4.23-25, MAT 8.16-17, MAT 9.35, MAT 15.29-31, MRK 1.32-34, LUK 6.17-19","Sick people are healed by Jesus","Louise Bass","The British & Foreign Bible Society 1994","lb00301.png",
"lb00302","JHN 4","Samaritan woman with Jesus at well ","Louise Bass","The British & Foreign Bible Society 1994","lb00302.png",
"lb00303","MRK 5.1-20, LUK 8.26-39","Man with evil spirits in burial caves","Louise Bass","The British & Foreign Bible Society 1994","lb00303.png",
"lb00304","MAT 8.28-34","Men with evil spirits in burial caves ","Louise Bass","The British & Foreign Bible Society 1994","lb00304.png",
"lb00305","MRK 2.1-5, LUK 5.17-20","Paralyzed man lowered through roof to Jesus","Louise Bass","The British & Foreign Bible Society 1994","lb00305.png",
"lb00306","MAT 9.1, MRK 2.12, LUK 5.25","Paralyzed man on mat","Louise Bass","The British & Foreign Bible Society 1994","lb00306.png",
"lb00307","JHN 5.7","Paralyzed man, other cripples at poolside ","Louise Bass","The British & Foreign Bible Society 1994","lb00307.png",
"lb00308","MAT 9.3, MRK 2.11, LUK 5.24","Formerly paralyzed man, rolling up his mat ","Louise Bass","The British & Foreign Bible Society 1994","lb00308.png",
"lb00309","MAT 9.9-13, MRK 2.13-17, LUK 5.27-32","Tax collector and tax payer","Louise Bass","The British & Foreign Bible Society 1994","lb00309.png",
"lb00310","MAT 9.20-26, MRK 5.21-34, LUK 8.43-48","Woman touching Jesus' hem","Louise Bass","The British & Foreign Bible Society 1994","lb00310.png",
"lb00311","MAT 9.23-26, MRK 5.38-43, LUK 8.49-56","Jairus's daughter with mourners ","Louise Bass","The British & Foreign Bible Society 1994","lb00311.png",
"lb00312","MAT 9.28","Jesus healing  blind man ","Louise Bass","The British & Foreign Bible Society 1994","lb00312.png",
"lb00313","LUK 19.4","Zaccheus in sycamore","Louise Bass","The British & Foreign Bible Society 1994","lb00313.png",
"lb00314","LUK 19.28-40, JHN 12.12-19, MAT 21.1-11, MRK 11.1-11","People laying palm branches on road","Louise Bass","The British & Foreign Bible Society 1994","lb00314.png",
"lb00315","LUK 19.28-40, JHN 12.12-19, MAT 21.1-11MRK 11.1-11","Jesus riding donkey while people put cloaks on ground","Louise Bass","The British & Foreign Bible Society 1994","lb00315.png",
"lb00316","LUK 19.45-46, MAT 21.12-13, MRK 11.15-17","Jesus overturning tables of money-changers","Louise Bass","The British & Foreign Bible Society 1994","lb00316.png",
"lb00317","MAT 17.1-8, MRK 9.2-8, LUK 9.28-36","Jesus transfigured with Moses, Eliijah,and disciples ","Louise Bass","The British & Foreign Bible Society 1994","lb00317.png",
"lb00318","Mat 25.1-13","Ten girls with lamps and oil-jars","Louise Bass","The British & Foreign Bible Society 1994","lb00318.png",
"lb00319","LUK 22.3-6, MAT 26.20-29, MRK 14.10-11","Judas with chief priests","Louise Bass","The British & Foreign Bible Society 1994","lb00319.png",
"lb00320","LUK 22.14-23, JHN 13.21-30, MRK 14.12-26, 1CO 11.23-25","Jesus eating last super with his disciples","Louise Bass","The British & Foreign Bible Society 1994","lb00320.png",
"lb00321","JHN 19.2, MAT 27.29, MRK 15.17","Head of Jesus wearing crown of thorns ","Louise Bass","The British & Foreign Bible Society 1994","lb00321.png",
"lb00324","JHN 19.19, MAT 27.37, LUK 23.38, MRK 15.26","Jesus on cross with sign overhead","Louise Bass","The British & Foreign Bible Society 1994","lb00324.png",
"lb00327"," (no reference) ","Sign in Hebrew, Greek, and Latin which was over Jesus on the cross ","Louise Bass","The British & Foreign Bible Society 1994","lb00327.png",
"lb00328","JHN 19.18-30, MAT 27.38-56, MRK 15.21-41","Three crosses with Jesus, robbers,and soldiers","Louise Bass","The British & Foreign Bible Society 1994","lb00328.png",
"lb00329","JHN 20.5","Man peering in tomb after resurrection","Louise Bass","The British & Foreign Bible Society 1994","lb00329.png",
"lb00330","JHN 21.9","Jesus serving breakfast to disciples on the seashore ","Louise Bass","The British & Foreign Bible Society 1994","lb00330.png",
"lb00331","ACT 8.26-40","Phillip approaching official's chariot   ","Louise Bass","The British & Foreign Bible Society 1994","lb00331.png",
"lb00333","2CO 11.33","Paul lowered in basket outside wall ","Louise Bass","The British & Foreign Bible Society 1994","lb00333.png",
"lb00335","ACT 12.6","Peter with sleeping guards  and soldiers ","Louise Bass","The British & Foreign Bible Society 1994","lb00335.png",
"lb00336","ACT 12.6","Peter with sleeping guards  and soldiers ","Louise Bass","The British & Foreign Bible Society 1994","lb00336.png",
"lb00337","ACT 16.24","Paul and Silas in stocks ","Louise Bass","The British & Foreign Bible Society 1994","lb00337.png",
"lb00348","MAT3.1-12, MRK 1.1-8, LUK 3.1-17, OT in General ","Jordan river","Louise Bass","The British & Foreign Bible Society 1994","lb00348.png",
"lb00352","LUK 19.29, LUK 21.37, LUK 22.39, ZEC 14.4, MAT 21.1, MAT 24.3, MAT 26.30, MAT 26.36, MRK 11.1, MRK 13.3, MRK 14.26, MRK 14.32","Mount of Olives and Jerusalem","Louise Bass","The British & Foreign Bible Society 1994","lb00352.png",
"lb00354","LUK 22.39, MAT 21.1, MAT 24.3, MAT 26.36, MRK 11.1, MRK 13.3, MRK 14.32","Olive trees on Mount Olives","Louise Bass","The British & Foreign Bible Society 1994","lb00354.png",
"lb00380","NO REFS","No Description","Louise Bass","The British & Foreign Bible Society 1994","lb00380.png",
"lb00381","NO REFS","No Description","Louise Bass","The British & Foreign Bible Society 1994","lb00381.png",
"lb00382","NO REFS","No Description","Louise Bass","The British & Foreign Bible Society 1994","lb00382.png",
